Sr No .,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Target,,
7319,"Geez, sounds like you should be going on this date!",Joey,surprise,positive,730,9,9,21,"00:11:57,591","00:12:00,218",天啊，听起来好像，是你应该去约会才对！,,
7320,But I'm not!,Ross,neutral,neutral,730,10,9,21,"00:12:03,806","00:12:06,266",但是我并没有！,,
7321,"Whoa, whoa, whoa!Slow down, you go",Joey,surprise,negative,730,11,9,21,"00:12:03,806","00:12:07,892",喔，喔！说慢一点，继续。,,
7322,Ok .,Ross,neutral,neutral,730,12,9,21,"00:12:06,434","00:12:07,892",好的。,,
7323,You got to tell me exactly what to do there .,Joey,neutral,neutral,730,13,9,21,"00:12:09,895","00:12:12,605",你必须要详细告诉我在那边要做什么。,,
7324,"Ok, when you walk in the museum, take the right, that's the antiquities wing .",Ross,neutral,neutral,731,0,9,10,"00:12:15,443","00:12:17,026",好的，当你走进博物馆时，向右走，就是古物之翼。,,
7325,"Ancient Egypt, Mesopotamia, up to the Byzantine Empire .",Ross,neutral,neutral,732,0,9,21,"00:12:17,194","00:12:20,488",古埃及，美索不达米亚，直到拜占庭帝国。,,
7326,"Whoa, whoa, whoa, whoa, whoa!So, I walk in the door and make the right",Joey,surprise,negative,732,1,9,21,"00:12:20,698","00:12:27,287",喔，喔！所以我进门以后往右转。,,
7327,Hey!,Ross,joy,positive,733,0,6,1,"00:20:36,360","00:20:37,401",嘿！,,
7328,"Hey, so did everything go all right with the annulment? ",Rachel,neutral,neutral,733,1,6,1,"00:20:37,569","00:20:40,738",嘿，手续办得还顺利吗？,,
7329,"Oh, yeah, no problems . It's all taken care of .",Ross,neutral,neutral,733,2,6,1,"00:20:40,948","00:20:43,866",嗯，没问题，都办好了。,,
7330,"Ross, thank you . Hey, do you guys wanna go see a movie? ",Rachel,neutral,neutral,733,3,6,1,"00:20:44,076","00:20:48,621",罗斯，谢谢你，你们要不要去看电影？,,
7331,"Oh yeah, why not? ",Ross,neutral,neutral,733,4,6,1,"0:20:48,830","0:20:49,915",好啊，为什么不呢？,,
7332,Pheebs? ,Rachel,neutral,neutral,733,5,6,1,"0:20:49,915","0:20:50,700",菲比？,,
7333,"No thanks, I've already seen one .",Phoebe,neutral,neutral,733,6,6,1,"00:20:50,832","00:20:52,708",不了，眼前就有一出。,,
7334,"Okay, umm, I'm gonna get my sweater .",Rachel,neutral,neutral,733,7,6,1,"00:20:54,169","00:20:57,129",我去穿毛衣。,,
7335,"Okay . You uh, you wanna hear something weird? ",Ross,joy,positive,733,8,6,1,"00:21:00,634","00:21:02,385",想不想听一件奇怪的事？,,
7336,Always .,Phoebe,neutral,neutral,733,9,6,1,"00:21:02,594","00:21:03,970",当然。,,
7337,I didn't get the annulment .,Ross,sadness,negative,733,10,6,1,"00:21:05,597","00:21:07,723",我没去办注销。,,
7338,What? !,Phoebe,surprise,negative,733,11,6,1,"00:21:09,559","00:21:12,103",什么？！,,
7339,We're still married!Don't tell Rachel . See you later .,Ross,joy,positive,733,12,6,1,"00:21:09,559","00:21:15,564",我们还是夫妻！不要告诉瑞秋。待会儿见。,,
7340,Hey!Are you okay? ,Joey,neutral,neutral,734,0,3,22,"00:09:50,381","00:09:53,174",嘿！你还好吗？,,
7341,Fabulous .,Kate,joy,positive,734,1,3,22,"00:09:54,510","00:09:55,510",好极了。,,
7342,"Listen, drama critics they're nothing but, but people who couldn't make it as actors . You know what you should do? ",Joey,joy,positive,734,2,3,22,"00:09:55,886","00:10:03,226",听着，剧评家只是当不成演员的人。你知道你该怎么做吗？,,
7343,"Exactly . So you didn't, didn't mention anything to Issac right? ",Ross,fear,negative,735,0,3,16,"00:08:34,764","00:08:37,974",没错。那你也没有告诉艾塞克吧？,,
7344,"Oh, well I tell Issac everything .",Chloe,neutral,neutral,735,1,3,16,"00:08:38,142","00:08:41,895",我什么事都告诉艾塞克。,,
7345,"You tell, of course you do . Issac . Issac . Hey, Issac . Issac, hi!you know we haven't actually met ...",Ross,neutral,neutral,735,2,3,16,"00:08:38,142","00:08:47,317",是吗，那当然。艾萨克，我们没有正式介绍过……,,
7346,You dog!,Issac,joy,positive,735,3,3,16,"00:08:47,485","00:08:49,110",你超猛的！,,
7347,"Yes, I suppose I am a dog . But Issac, see I happen to have a girlfriend .",Ross,neutral,neutral,735,4,3,16,"00:08:51,948","00:08:56,409",我想我是超猛的。听着，我刚好有女朋友。,,
7348,"Oh right, that Rachel chick from the coffee place .",Issac,neutral,neutral,735,5,3,16,"00:08:56,577","00:08:58,828",对，咖啡厅的瑞秋。,,
7349,"Yeah, that's the one . Listen, I don't want to hurt her .",Ross,neutral,neutral,735,6,3,16,"00:08:58,996","00:09:01,873",就是她。听着，我不想伤害她。,,
7350,"Oh, hey, man I know, doesn't matter how much we love em, monogamy is too cruel a rule .",Issac,neutral,neutral,735,7,3,16,"00:09:02,041","00:09:07,546",我了解，不论我们多爱她们，一夫一妻制真的很残。,,
7351,"Yeah . Listen, can you keep this information to yourself? ",Ross,neutral,neutral,735,8,3,16,"00:09:09,465","00:09:13,885",对。听着，你能帮我保密吗？,,
7352,"Aw, no problem dude . you know we got to look out for each other . We're the same, you and me .",Issac,neutral,neutral,735,9,3,16,"00:09:14,053","00:09:18,557",没问题，我们要互相关照才行。你跟我是一丘之貉。,,
7353,"Actually, no, we're not .",Ross,joy,positive,735,10,3,16,"00:09:21,727","00:09:24,271",其实，不，我们不一样。,,
7354,"Yeah, we are .",Issac,neutral,neutral,735,11,3,16,"00:09:24,438","00:09:25,855",没错，一样的。,,
7355,"No, we're not .",Ross,neutral,neutral,735,12,3,16,"00:09:26,524","00:09:28,233",不，不一样。,,
7356,"Yeah, we are .",Issac,neutral,neutral,735,13,3,16,"00:09:28,401","00:09:29,734",对，我们就是。,,
7357,"No, we're not!!",Ross,anger,negative,735,14,3,16,"0:09:31,070","0:09:31,952",不一样！！,,
7358,"Okay, we're not .",Issac,neutral,neutral,735,15,3,16,"0:09:31,952","0:09:32,159",不一样。,,
7359,Right .,Ross,neutral,neutral,735,16,3,16,"00:09:32,280","00:09:34,781",对。,,
7360,"But, we are .",Issac,neutral,neutral,735,17,3,16,"00:09:34,949","00:09:36,324",不过事实上就是。,,
7361,Fine . I just need to know that you're not gonna tell your sister .,Ross,neutral,neutral,735,18,3,16,"00:09:38,661","00:09:42,080",好。我只想知道你不会告诉你妹妹。,,
7362,I can promise not to tell her again .,Issac,neutral,neutral,735,19,3,16,"00:09:42,873","00:09:45,166",我可以保证不会再跟她说。,,
7363,Emily!,Ross,joy,positive,736,0,4,17,"00:08:50,363","00:08:51,780",艾蜜莉！,,
7364,Oh my God!What are you doing here? ,Emily,surprise,positive,736,1,4,17,"00:08:51,948","00:08:53,615",天哪！你怎么来了？,,
7365,"I just, I had to see you one more time before you took-off .",Ross,joy,positive,736,2,4,17,"00:08:54,951","00:08:57,786",我得在你走之前再见你一面。,,
7366,You are so sweet .,Emily,joy,positive,736,3,4,17,"00:08:58,913","00:09:00,956",你真好。,,
7367,That's a big candy bar . ,Ross,sadness,negative,736,4,4,17,"00:09:04,043","00:09:05,752",好大的三角巧克力。,,
7368,Me too .,Emily,neutral,neutral,736,5,4,17,"00:09:12,301","00:09:13,802",我也是。,,
7369,"Well, that' me . Here, have this . I'm only allowed one piece of carryon anyway .",Emily,neutral,neutral,736,6,4,17,"00:09:19,308","00:09:32,487",那是我的班机。给你。只能有一件登机行李。,,
7370,"Wait uh, listen .",Ross,neutral,neutral,736,7,4,17,"00:09:36,367","00:09:38,159",等一下。,,
7371,I have to tell you something .,Ross,fear,negative,736,8,4,17,"00:09:38,536","00:09:41,955",我有事要告诉你。,,
7372,"Umm, I've been thinking, I'm just gonna come out and say it .",Ross,fear,negative,736,9,4,17,"00:09:42,832","00:09:47,836",我一直在想，我就直说了。,,
7373,Okay? ,Ross,fear,negative,736,10,4,17,"00:09:44,959","00:09:47,836",对，再见！嘿！只要薄薄地敷一层就好？,,
7374,"I ah, I think I love you .",Ross,joy,positive,736,11,4,17,"00:09:48,671","00:09:52,674",我觉得，我爱你。,,
7375,Oh . Thank you .,Emily,neutral,neutral,736,12,4,17,"00:09:55,511","00:10:04,352",噢。谢谢。,,
7376,That's no problem .,Ross,neutral,neutral,736,13,4,17,"00:10:12,653","00:10:14,779",不客气。,,
7377,Monica!,Chandler,surprise,negative,737,0,7,12,"0:03:54,150","0:03:55,068",摩妮卡！,,
7378,She's sleeping .,Monica,neutral,neutral,737,1,7,12,"0:03:55,068","0:03:57,516",她在睡觉。,,
7379,"I know, just quick question, quick question . Which one was",Chandler,neutral,neutral,737,2,7,12,"00:04:00,156","00:04:07,037",我知道，很快问一个问题：哪一部是？,,
7380,Deep Impact,Monica,neutral,neutral,737,3,7,12,"00:04:02,742","00:04:07,037",《慧星撞地球》,,
7381,"Sorry, I just can't sleep .",Chandler,surprise,negative,737,4,7,12,"00:04:17,340","00:04:20,842",抱歉，我就是睡不着。,,
7382,Ooh!,Chandler,anger,negative,737,5,7,12,"00:04:22,011","00:04:23,095",哦！,,
7383,"Where is that book that you are reading with the two women who were ice-skating and wearing, wearing those hats with the flowers on it? ",Chandler,neutral,neutral,737,6,7,12,"00:04:25,598","00:04:32,521",你在看的那本书在哪儿？有两个女人在溜冰戴着有花的帽子的？,,
7384,Because every time I look at that cover I'm like,Chandler,neutral,neutral,737,7,7,12,"00:04:32,730","00:04:35,857",每次我一看到它的封面，我就,,
7385,It is in the living room where there is also a light!And no one will kick you in the shin .,Monica,neutral,neutral,737,8,7,12,"00:04:38,194","00:04:43,573",在客厅，那儿有灯而且没有人会踢你小腿。,,
7386,"Hey Ross!So, I was checking out the uh, real estate section",Monica,sadness,negative,738,0,7,13,"00:01:53,029","00:01:56,198",嘿，罗斯！我看过房地产广告版。,,
7387,Yeah? ,Ross,neutral,neutral,738,1,7,13,"0:01:56,366","0:01:58,548",耶？,,
7388,Look at this .,Monica,neutral,neutral,738,2,7,13,"0:01:58,548","0:01:58,714",你看这个。,,
7389,"Oh, it looks like mom and dad's house .",Ross,neutral,neutral,738,3,7,13,"00:01:58,827","00:02:00,661",看起来好像爸妈的房子。,,
7390,"Oh, it even has a tree with a broken limb out front and the uh, the window in the attic is Oh my God!",Ross,surprise,negative,738,4,7,13,"00:02:00,829","00:02:10,796",院子里的树，正前方也有根断掉的树枝，阁楼的窗户，喔，我的天啊！,,
7392,What happened to the window in the attic? !,Phoebe,surprise,negative,738,5,7,13,"00:02:11,256","00:02:14,258",阁楼的窗户怎么了？！,,
7393,I can't believe mom and dad are selling the house!,Monica,anger,negative,738,6,7,13,"00:02:14,968","00:02:16,969",我不敢相信他们要把它卖掉！,,
7394,I can't believe they didn't even tell us!,Ross,joy,positive,738,7,7,13,"00:02:17,137","00:02:18,929",我不敢相信他们都没告诉我们！,,
7395,I can't believe I still don't know what happened to the window in the attic? ,Phoebe,surprise,negative,738,8,7,13,"00:02:19,097","00:02:22,391",阁楼的窗户到底是怎么了？,,
7399,Nothing? ,Joey's Hand Twin,neutral,neutral,739,0,5,24,"00:08:49,487","00:08:50,737",不用处理？,,
7400,"Look, you and I have been given a gift .",Joey,neutral,neutral,739,1,5,24,"00:08:51,697","00:08:54,783",你和我拥有上帝的赐礼。,,
7402,We have to do something with it .,Joey,neutral,neutral,739,2,5,24,"0:08:54,992","0:08:56,536",我们得要好好利用。,,
7403,"like, hand modeling!",Joey,joy,positive,739,3,5,24,"0:08:56,536","0:08:58,973",好比手部模特！,,
7405,or magic!,Joey,joy,positive,739,4,5,24,"00:08:54,992","00:08:58,912",或是变魔术！,,
7407,I have to get back to,Joey's Hand Twin,neutral,neutral,739,5,5,24,"0:09:03,501","0:09:04,463",我得回去,,
7408,Whoa!,Joey,surprise,negative,739,6,5,24,"0:09:04,463","0:09:05,225",等等！,,
7409,Whoa!,Joey,surprise,negative,739,7,5,24,"0:09:05,225","0:09:05,327",等等！,,
7412,We could have our own show!,Joey,joy,positive,739,10,5,24,"00:09:05,878","00:09:07,462",我们可以有自己的节目！,,
7413,you know we could clap our hands together people will love it!,Joey,joy,positive,739,11,5,24,"00:09:07,672","00:09:10,882",我们可以鼓掌，大家一定超爱看的。,,
7414,Huh? ,Joey,anger,negative,739,12,5,24,"00:09:11,759","00:09:12,801",哈？,,
7415,and I wrote a song for us!,Joey,joy,positive,739,13,5,24,"00:09:12,969","00:09:14,886",我还替咱们写了一首主题曲！,,
7416,"This hand is your hand!This hand is my hand!Oh wait, that's your hand!No wait, it's my hand!",Joey,joy,positive,739,14,5,24,"00:09:15,137","00:09:28,400",这是你的手。这是我的手。等等，那是你的手。不对，是我的手。,,
7417,That's okay .,Joey's Hand Twin,neutral,neutral,739,15,5,24,"0:09:30,861","0:09:31,873",还是算了。,,
7418,But you haven't even heard the chorus!,Joey,neutral,neutral,739,16,5,24,"0:09:31,873","0:09:34,617",你还没听和声部分啊！,,
7419,"Well, she'll understand right? It's not like I did it on purpose .",Mr . Geller,sadness,negative,740,0,7,13,"00:12:04,056","00:12:07,100",她会了解的？我不是故意的。,,
7420,"Dad, that won't matter to her .",Ross,neutral,neutral,740,1,7,13,"00:12:07,268","00:12:08,852",爸，那不是重点。,,
7421,"Look, all my stuff is safe and dry and all hers is growing new stuff!",Ross,anger,negative,740,2,7,13,"00:12:09,019","00:12:16,359",你看，我的箱子完全没事，她的东西都，长出新的东西了！,,
7422,"See, this is exactly the kind of thing that makes her think you guys love me more than you love her .",Ross,anger,negative,740,3,7,13,"00:12:16,527","00:12:21,448",就是这样的事，让她认为你们爱我更胜于爱她。,,
7423,"Oh my God, does she really thinks that? ",Mr . Geller,surprise,negative,740,4,7,13,"00:12:21,615","00:12:23,616",天啊，她真的那么认为？,,
7424,"Well, can you blame her? ",Ross,sadness,negative,740,5,7,13,"00:12:23,784","00:12:25,243",你能怪她吗？,,
7425,"Well I don't know, I suppose we may have favored you unconsciously, you were a medical marvel!The doctor said your mother could",Mr . Geller,joy,positive,740,6,7,13,"00:12:25,411","00:12:33,293",我不知道。或许我们在潜意识里，是偏爱你的，你是个奇迹！医生说你妈没办法。,,
7426,"Dad, dad I don't want to hear about it .",Ross,sadness,negative,740,7,7,13,"00:12:30,416","00:12:33,293",我不想听了。,,
7427,Really? ,Mr . Geller,surprise,negative,740,8,7,13,"0:12:33,461","0:12:34,045",真的吗？,,
7428,"Well, not right now .",Ross,neutral,neutral,740,9,7,13,"0:12:34,045","0:12:36,247",现在不想。,,
7429,"Okay look, Monica came here for some memories and damnit, we're gonna give her some!",Ross,neutral,neutral,740,10,7,13,"00:12:36,964","00:12:41,134",摩妮卡来这里找回忆，我们得给她一些回忆。,,
7430,"Okay, grab grab some empty boxes .",Ross,neutral,neutral,740,11,7,13,"00:12:41,302","00:12:46,014",好吧，把空箱子拿过来。,,
7431,Okay? ,Ross,neutral,neutral,740,12,7,13,"00:12:43,095","00:12:46,014",好的？,,
7432,we'll take stuff from mine and whatever we can pass off as hers we'll put them in there .,Ross,joy,positive,740,13,7,13,"00:12:43,095","00:12:49,934",我们拿一些我的东西，放在这些箱子里，只要能骗过她的就行。,,
7434,"you know Joey, I could teach you to sail if you want .",Rachel,joy,positive,741,0,7,3,"0:03:27,081","0:03:29,292",乔伊，如果你想，我可以教你驾船。,,
7435,You could? ,Joey,surprise,positive,741,1,7,3,"0:03:29,292","0:03:29,438",你会驾驶帆船？,,
7436,Yeah!I've been sailing my whole life . When I was fifteen my dad bought me my own boat .,Rachel,joy,positive,741,2,7,3,"00:03:32,170","00:03:35,214",对啊，我这辈子都在驾船。我十五岁时，我爸送我一艘船。,,
7437,Your own boat? ,Phoebe,surprise,negative,741,3,7,3,"00:03:36,674","00:03:38,800",你有一艘帆船？,,
7438,What? !What? !He was trying to cheer me up!My pony was sick .,Rachel,surprise,negative,741,4,7,3,"00:03:39,010","00:03:40,886",怎么？不信？他送我一艘船来安慰我！我的小马生病了。,,
7439,He's coming here for Thanksgiving!,Ross,joy,positive,742,0,4,8,"00:11:25,309","00:11:28,478",他要来过感恩节！,,
7440,Count in our heads as good,Monica,anger,negative,743,0,5,5,"00:21:43,343","00:21:47,346",疯狂字谜不是这么玩的。,,
7441,I guess I'm done .,Joey,neutral,neutral,743,1,5,5,"0:21:48,015","0:21:49,017",我不想玩了。,,
7442,Fun's over,Chandler,joy,positive,743,2,5,5,"0:21:49,017","0:21:50,405",不好玩了。,,
7443,"Wait, wait, guys!if we follow the rules, it's still fun and it means something!",Monica,fear,negative,743,3,5,5,"00:21:50,726","00:21:55,521",等等！要遵守规则才有意思，也才有意义啊！,,
7445,I think I'm gonna take-off .,Joey,neutral,neutral,743,4,5,5,"00:21:55,689","00:21:57,023",我要闪人了。,,
7446,"Guys, rules are good!Rules help control the fun!Ohhh!",Monica,joy,positive,743,5,5,5,"00:21:57,190","00:22:01,402",有规则才好，不守规则怎么会好玩！啊！,,
7447,Dehydrated Japanese noodles under fluorescent lights ... does it,Chandler,neutral,neutral,744,0,1,8,"00:00:10,385","00:00:15,889",日光灯下吃着脱水日本方便面……,,
7448,"Question . You're not dating anybody, are you, because I met somebody who would be perfect for you .",Shelley,neutral,neutral,744,1,1,8,"00:00:16,599","00:00:21,854",问个问题。你没有跟任何人交往吧，因为我遇见一个超适合你的完美对象。,,
7449,"Ah, you see, perfect might be a problem . Had you said 'co-dependent', or 'self-destructive' ...",Chandler,neutral,neutral,744,2,1,8,"00:00:22,313","00:00:28,235",绝配或许是个问题，如果你说的是“互相依赖”，或“自我毁灭”。,,
7450,Do you want a date Saturday? ,Shelley,neutral,neutral,744,3,1,8,"0:00:28,987","0:00:30,364",你星期六想去约会吗？,,
7451,Yes please .,Chandler,neutral,neutral,744,4,1,8,"0:00:30,364","0:00:31,264",当然，拜托了。,,
7452,"Okay . He's cute, he's funny, he's ...",Shelley,neutral,neutral,744,5,1,8,"00:00:33,158","00:00:36,744",他很可爱。他很好笑，他……,,
7453,He's a he? ,Chandler,surprise,negative,744,6,1,8,"00:00:34,576","00:00:36,744",他是男的？,,
7454,Well yeah!,Shelley,surprise,positive,744,7,1,8,"00:00:36,953","00:00:38,370",是啊！,,
7455,Oh God .,Shelley,fear,negative,744,8,1,8,"00:00:38,663","00:00:41,206",天啊。,,
7456,"I - just - I thought - Good, Shelley .",Shelley,anger,negative,744,9,1,8,"00:00:38,663","00:00:47,671",我只是，天啊，很好，雪莉。,,
7457,I'm just gonna go flush myself down the toilet now ...,Shelley,disgust,negative,744,10,1,8,"00:00:43,960","00:00:47,671",我实在是没脸见人……,,
7458,"Okay, goodbye ...",Shelley,disgust,negative,744,11,1,8,"00:00:47,922","00:00:49,048",好，再见……,,
7459,"Well, it's official there are no good movies .",Chandler,sadness,negative,745,0,3,4,"00:01:53,780","00:01:56,240",这是正式结果，根本没有好电影可看。,,
7460,"Well, let's go to a bad one and make out .",Janice,neutral,neutral,745,1,3,4,"00:01:56,407","00:01:58,992",我们可以去看烂电影，在电影院里亲热。,,
7461,"Perhaps, you would like me to turn like this, so that you can bunny bump against my back .",Monica,neutral,neutral,745,2,3,4,"00:02:03,748","00:02:08,085",或许你希望我转过去。,,
7462,Hey!,Joey,surprise,positive,745,3,3,4,"0:02:09,879","0:02:10,797",嘿！,,
7463,Hey .,Phoebe,neutral,neutral,745,4,3,4,"0:02:10,797","0:02:10,941",嘿。,,
7464,"Hey, man . What's up? ",Chandler,neutral,neutral,745,5,3,4,"00:02:09,879","00:02:13,924",兄弟。怎么了？,,
7465,Maybe you can tell me .,Joey,neutral,neutral,745,6,3,4,"00:02:11,047","00:02:13,924",或许你能告诉我。,,
7466,My agent would like to know why I didn't show up at the audition I didn't know I had today .,Joey,anger,negative,745,7,3,4,"00:02:14,175","00:02:17,886",我的经纪人想知道为什么今天我没有去试镜。,,
7467,The first good thing she gets me in weeks .,Joey,neutral,neutral,745,8,3,4,"0:02:18,054","0:02:19,931",这几周来她为我争取到的第一个好机会。,,
7468,How could you not give me the message? ,Joey,anger,negative,745,9,3,4,"0:02:19,931","0:02:21,995",你怎么没转告我？,,
7470,"Well, I'll tell you I do enjoy guilt, but, ah, it wasn't me .",Chandler,anger,negative,745,10,3,4,"00:02:22,100","00:02:26,812",我可以告诉你，我很享受罪恶感，但那不是我干的。,,
7471,"Yes, it was!It was him!Uh huh!Okay, it was me!",Phoebe,anger,negative,745,11,3,4,"00:02:26,980","00:02:37,739",对！就是他！好吧，是我干的！,,
7472,"See Joe, that's why your parents told you not to jump on the bed .",Chandler,neutral,neutral,746,0,3,3,"00:00:16,599","00:00:20,769",乔伊，这就是你爸妈叫你不要跳上床的原因。,,
7473,Can I ask you something? Have you ever had a guy have a crush on you? ,Ross,neutral,neutral,747,0,7,18,"00:07:55,683","00:07:59,102",我能问你一件事吗？有男人喜欢过你吗？,,
7474,Is that why you wanted to tie my tie? ,Joey,surprise,negative,747,1,7,18,"00:07:59,270","00:08:01,313",所以你才要帮我打领带吗？,,
7475,There's this kid in my class who said he's in love with me .,Ross,sadness,negative,747,2,7,18,"00:08:03,316","00:08:06,818",我班上的学生说他爱上我了。,,
7476,Whoa!,Joey,surprise,positive,747,3,7,18,"00:08:06,986","00:08:08,069",哇！,,
7477,Whoa what? ,Rachel,surprise,negative,747,4,7,18,"0:08:08,237","0:08:09,072",哇什么？,,
7478,Ross has a boyfriend .,Joey,neutral,neutral,747,5,7,18,"0:08:09,072","0:08:10,844",罗斯有男朋友了。,,
7479,I do not have a boyfriend .,Ross,joy,positive,747,6,7,18,"00:08:11,657","00:08:13,700",我没有男朋友。,,
7480,Really? ,Rachel,surprise,negative,747,7,7,18,"0:08:18,080","0:08:19,540",真的吗？,,
7481,Yeah!,Ross,joy,positive,747,8,7,18,"0:08:19,540","0:08:19,642",对！,,
7482,I don't know .,Ross,neutral,neutral,747,9,7,18,"0:08:19,642","0:08:19,818",我不知道。,,
7483,"I mean, last year Elizabeth now this kid .",Ross,anger,negative,747,10,7,18,"00:08:19,874","00:08:22,584",去年是伊莉莎白，现在又是这个孩子。,,
7484,what is it? !,Ross,joy,positive,747,11,7,18,"00:08:22,752","00:08:26,588",这是怎么回事？！,,
7485,Am I giving out some kind of sexy professor vibe? ,Ross,anger,negative,747,12,7,18,"00:08:22,752","00:08:29,341",难道我散发出？,,
7486,Not right now .,Rachel,neutral,neutral,747,13,7,18,"00:08:32,261","00:08:33,970",现在没看出来。,,
7487,The point is my natural charisma has made him fail his midterm .,Ross,sadness,negative,747,14,7,18,"00:08:34,430","00:08:39,601",重点是我的天生丽质，害他挂了期中考试。,,
7488,"Oh, see now I feel bad for the kid!",Rachel,sadness,negative,747,15,7,18,"00:08:39,769","00:08:41,853",我为那孩子感到可惜！,,
7489,I had a crush on a teacher once and it was so hard!,Rachel,joy,positive,747,16,7,18,"00:08:42,021","00:08:45,315",我也曾经暗恋过老师，真的很难受！,,
7490,I couldn't concentrate and I blushed every time he looked at me .,Rachel,neutral,neutral,747,17,7,18,"00:08:45,483","00:08:49,986",我没办法专心上课。每次他看着我，我都会脸红。,,1
7491,"I mean come on, you remember what's it's like to be 19 and in love .",Rachel,neutral,neutral,747,18,7,18,"00:08:50,154","00:08:53,240",你还记得十九岁时恋爱的滋味吧.,,
7492,Oh yes!Thank you very much!Oh that's actually how the French drink it .,Rachel,joy,positive,748,0,8,1,"00:11:04,705","00:11:20,762",好的，谢谢！法国人都是那样喝香槟的。,,1
7493,A new pair of shoes for the Chan-Chan man!Yes!,Monica,joy,positive,749,0,5,24,"00:10:13,362","00:10:16,281",帮我的小钱钱买双新鞋！,,
7494,Yes!I've never seen a roll like this in my life!,Chandler,joy,positive,749,1,5,24,"00:10:17,283","00:10:22,329",好耶！我这辈子还没看过有这么旺的！,,1
7495,"That's right baby!Okay, what do I want now? ",Monica,joy,positive,749,2,5,24,"00:10:21,078","00:10:23,872",宝贝，你说对了！这次要多少？,,
7496,"Okay, ah umm, ah, a 8 . Ah, a 6? ",Chandler,neutral,neutral,749,3,5,24,"00:10:25,666","00:10:28,168",8号，还是6号？,,
7497,Pick a number!That is your only job!,Monica,neutral,neutral,749,4,5,24,"00:10:28,419","00:10:31,296",选个数啦！你就这个任务,,
7498,8 . 8!,Chandler,joy,positive,749,5,5,24,"0:10:31,505","0:10:32,506",8号！,,
7499,Thank you!,Monica,joy,positive,749,6,5,24,"0:10:32,506","0:10:32,826",谢谢！,,
7500,"If you get this one, we buy everybody here a steak dinner!",Chandler,joy,positive,749,7,5,24,"00:10:32,965","00:10:35,800",如果你中了这一把，晚赛就请在场的各位吃牛排！,,
7501,"Yeah, I understand .",Richard,neutral,neutral,750,0,6,25,"00:14:52,683","00:14:54,183",我懂。,,
7502,Take as much time as you want .,Richard,neutral,neutral,750,1,6,25,"00:14:55,311","00:14:57,520",你只管慢慢想。,,
7503,"Ten, even twenty minutes if you need it .",Richard,neutral,neutral,750,2,6,25,"00:14:58,439","00:15:00,398",十分钟，二十分钟都行。,,
7504,I'll be here .,Richard,sadness,negative,750,3,6,25,"0:15:02,151","0:15:02,944",我会在这里。,,
7505,Not smoking .,Richard,sadness,negative,750,4,6,25,"0:15:02,944","0:15:04,936",不会抽烟。,,
7506,"We're really gonna do this, huh? ",Ross,surprise,positive,751,0,6,15,"00:04:36,025","00:04:37,859",我们真的要这么做，嗯？,,
7507,Looks like it .,Carol,neutral,neutral,752,0,6,16,"00:04:39,862","00:04:41,154",看样子是。,,
7508,"you know, if, if this is too weird for you, we can still back out anytime .",Ross,neutral,neutral,752,1,6,16,"00:04:42,323","00:04:45,784",其实呢，要是你觉得很怪，我们还是可以随时喊停。,,
7509,I got it!,Carol,joy,positive,752,2,6,16,"0:04:47,412","0:04:48,084",我来开！,,
7510,Okay .,Ross,neutral,neutral,752,3,6,16,"0:04:48,084","0:04:49,461",好。,,
7511,Susan!Hi!,Carol,joy,positive,752,4,6,16,"0:04:50,039","0:04:51,791",苏珊！你好啊！,,
7512,Hey!,Susan,joy,positive,752,5,6,16,"0:04:51,791","0:04:52,823",嘿！,,
7513,Thank you so much for coming .,Carol,joy,positive,752,6,6,16,"0:04:53,835","0:04:55,557",谢谢你的加入。,,
7514,"Oh, I wouldn't miss it for the world .",Susan,joy,positive,752,7,6,16,"0:04:55,557","0:04:57,313",我怎么可能错过呢。,,
7515,I'm Ross by the way .,Ross,neutral,neutral,752,8,6,16,"00:05:00,091","00:05:01,717",我是罗斯。,,
7516,Hello Ross . I love what you've done with this space .,Susan,joy,positive,752,9,6,16,"00:05:01,884","00:05:08,640",罗斯你好。我喜欢你家的布置。,,
7517,Thank you so much .,Carol,joy,positive,752,10,6,16,"00:05:05,221","00:05:08,640",谢谢你。,,
7518,How hot is this? !,Ross,surprise,positive,752,11,6,16,"00:05:11,978","00:05:14,313",好火辣呀？！,,
7519,"Guess who's here . It's the toughest guy in toy land, Ben . A real American hero . I'm G.I. Joe!",Ross,neutral,neutral,753,0,3,4,"00:14:17,106","00:14:25,655",看看谁来了。他是玩具王国的超级硬汉，小班。我是真正的美国英雄，我是美国大兵。,,
7520,G .I . Joe,Rachel,neutral,neutral,753,1,3,4,"00:14:28,534","00:14:32,120",美国大兵,,
7521,"Look Ben, it's a toy that protects U .S . oil interests overseas!",Ross,joy,positive,753,2,3,4,"00:14:38,460","00:14:42,255",本，你看，这个玩具保护了美国海外石油权！,,
7522,"It took me 28 years to find one man that I wanna spend my life with, if I have to wait another 28 years then, I'll be 56 before I can have a baby, and that's just stupid .",Monica,sadness,negative,754,0,3,3,"00:11:01,410","00:11:09,167",我花了28年去找一个能托付终身的男人，如果我还得再等28年，我就得56岁才生小孩。,,
7523,"That, that's what's stupid .",Chandler,disgust,negative,754,1,3,3,"00:11:09,335","00:11:11,336",那样实在太愚蠢了。,,
